,gene_id,database,kegg_id
12286,SGL_RS10065,KEGG_module,-
12287,SGL_RS10070,KEGG_module,-
12288,SGL_RS10075,KEGG_module,-
12289,SGL_RS10080,KEGG_module,-
12290,SGL_RS10085,KEGG_module,M00210
12291,SGL_RS10085,KEGG_module,M00669
12292,SGL_RS10085,KEGG_module,M00670
12293,SGL_RS10090,KEGG_module,-
12294,SGL_RS10105,KEGG_module,M00052
12295,SGL_RS10105,KEGG_module,M00119
12296,SGL_RS10110,KEGG_module,-
12297,SGL_RS10115,KEGG_module,M00021
12298,SGL_RS10125,KEGG_module,M00001
12299,SGL_RS10125,KEGG_module,M00004
12300,SGL_RS10125,KEGG_module,M00114
12301,SGL_RS10130,KEGG_module,-
12302,SGL_RS10135,KEGG_module,-
12303,SGL_RS10140,KEGG_module,-
12304,SGL_RS10145,KEGG_module,-
12305,SGL_RS10150,KEGG_module,M00178
12306,SGL_RS10155,KEGG_module,-
12307,SGL_RS10160,KEGG_module,-
12308,SGL_RS10165,KEGG_module,-
12309,SGL_RS10175,KEGG_module,-
12310,SGL_RS10180,KEGG_module,-
12311,SGL_RS10185,KEGG_module,-
12312,SGL_RS10190,KEGG_module,-
12313,SGL_RS10195,KEGG_module,M00154
12314,SGL_RS10200,KEGG_module,M00154
12315,SGL_RS10205,KEGG_module,-
12316,SGL_RS10210,KEGG_module,-
12317,SGL_RS18885,KEGG_module,-
12318,SGL_RS10220,KEGG_module,-
12319,SGL_RS10225,KEGG_module,-
12320,SGL_RS10230,KEGG_module,-
12321,SGL_RS10235,KEGG_module,-
12322,SGL_RS10240,KEGG_module,M00125
12323,SGL_RS10240,KEGG_module,M00840
12324,SGL_RS10245,KEGG_module,-
12325,SGL_RS10250,KEGG_module,M00026
12326,SGL_RS10255,KEGG_module,-
12327,SGL_RS10260,KEGG_module,-
12328,SGL_RS10270,KEGG_module,-
12329,SGL_RS10275,KEGG_module,-
12330,SGL_RS10280,KEGG_module,-
12331,SGL_RS10285,KEGG_module,-
12332,SGL_RS10290,KEGG_module,-
12333,SGL_RS10295,KEGG_module,-
12334,SGL_RS10300,KEGG_module,-
12335,SGL_RS10305,KEGG_module,-
12336,SGL_RS10310,KEGG_module,-
12337,SGL_RS10315,KEGG_module,-
12338,SGL_RS10320,KEGG_module,-
12339,SGL_RS10325,KEGG_module,-
12340,SGL_RS10330,KEGG_module,M00028
12341,SGL_RS10335,KEGG_module,-
12342,SGL_RS10340,KEGG_module,-
12343,SGL_RS10345,KEGG_module,-
12344,SGL_RS10350,KEGG_module,-
12345,SGL_RS10355,KEGG_module,M00190
12346,SGL_RS10360,KEGG_module,-
12347,SGL_RS10365,KEGG_module,M00582
12348,SGL_RS10370,KEGG_module,-
12349,SGL_RS10375,KEGG_module,-
12350,SGL_RS10380,KEGG_module,-
12351,SGL_RS10385,KEGG_module,-
12352,SGL_RS10390,KEGG_module,-
12353,SGL_RS10395,KEGG_module,-
12354,SGL_RS10400,KEGG_module,-
12355,SGL_RS10405,KEGG_module,-
12356,SGL_RS10410,KEGG_module,-
12357,SGL_RS10415,KEGG_module,-
12358,SGL_RS10420,KEGG_module,M00238
12359,SGL_RS10425,KEGG_module,-
12360,SGL_RS10430,KEGG_module,M00178
12361,SGL_RS10435,KEGG_module,-
12362,SGL_RS10440,KEGG_module,M00161
12363,SGL_RS10445,KEGG_module,-
12364,SGL_RS10450,KEGG_module,-
12365,SGL_RS10455,KEGG_module,-
12366,SGL_RS10465,KEGG_module,-
12367,SGL_RS10475,KEGG_module,M00162
12368,SGL_RS10480,KEGG_module,-
12369,SGL_RS10485,KEGG_module,-
12370,SGL_RS10490,KEGG_module,-
12371,SGL_RS10495,KEGG_module,-
12372,SGL_RS18890,KEGG_module,M00178
12373,SGL_RS10500,KEGG_module,-
12374,SGL_RS10505,KEGG_module,-
12375,SGL_RS10510,KEGG_module,M00335
12376,SGL_RS10515,KEGG_module,-
12377,SGL_RS10520,KEGG_module,-
12378,SGL_RS10525,KEGG_module,M00131
12379,SGL_RS10530,KEGG_module,-
12380,SGL_RS10540,KEGG_module,-
12381,SGL_RS10545,KEGG_module,-
12382,SGL_RS10550,KEGG_module,-
12383,SGL_RS10555,KEGG_module,M00051
12384,SGL_RS10570,KEGG_module,-
12385,SGL_RS10575,KEGG_module,-
12386,SGL_RS10580,KEGG_module,-
12387,SGL_RS10585,KEGG_module,-
12388,SGL_RS10595,KEGG_module,-
12389,SGL_RS10600,KEGG_module,-
12390,SGL_RS10605,KEGG_module,-
12391,SGL_RS10610,KEGG_module,M00114
12392,SGL_RS10610,KEGG_module,M00361
12393,SGL_RS10610,KEGG_module,M00362
12394,SGL_RS10615,KEGG_module,-
12395,SGL_RS10620,KEGG_module,M00162
12396,SGL_RS10625,KEGG_module,-
12397,SGL_RS10630,KEGG_module,-
12398,SGL_RS10640,KEGG_module,M00183
12399,SGL_RS10645,KEGG_module,-
12400,SGL_RS10650,KEGG_module,-
12401,SGL_RS10655,KEGG_module,-
12402,SGL_RS10660,KEGG_module,-
12403,SGL_RS10665,KEGG_module,-
12404,SGL_RS10670,KEGG_module,-
12405,SGL_RS20030,KEGG_module,-
12406,SGL_RS10680,KEGG_module,-
12407,SGL_RS10685,KEGG_module,-
12408,SGL_RS10690,KEGG_module,-
12409,SGL_RS10695,KEGG_module,-
12410,SGL_RS10700,KEGG_module,-
12411,SGL_RS10705,KEGG_module,-
12412,SGL_RS10710,KEGG_module,-
12413,SGL_RS10715,KEGG_module,-
12414,SGL_RS10720,KEGG_module,M00018
12415,SGL_RS10725,KEGG_module,M00145
12416,SGL_RS10730,KEGG_module,M00145
12417,SGL_RS10735,KEGG_module,M00145
12418,SGL_RS10750,KEGG_module,-
12419,SGL_RS10755,KEGG_module,-
12420,SGL_RS10760,KEGG_module,-
12421,SGL_RS10765,KEGG_module,-
12422,SGL_RS10770,KEGG_module,-
12423,SGL_RS10775,KEGG_module,-
12424,SGL_RS10780,KEGG_module,-
12425,SGL_RS10785,KEGG_module,-
12426,SGL_RS10790,KEGG_module,-
12427,SGL_RS10795,KEGG_module,-
12428,SGL_RS10800,KEGG_module,M00432
12429,SGL_RS10800,KEGG_module,M00535
12430,SGL_RS10805,KEGG_module,M00052
12431,SGL_RS10815,KEGG_module,-
12432,SGL_RS10820,KEGG_module,-
12433,SGL_RS10825,KEGG_module,-
12434,SGL_RS10830,KEGG_module,M00124
12435,SGL_RS10835,KEGG_module,-
12436,SGL_RS10840,KEGG_module,-
12437,SGL_RS10850,KEGG_module,M00335
12438,SGL_RS18905,KEGG_module,-
12439,SGL_RS10865,KEGG_module,-
12440,SGL_RS10870,KEGG_module,-
12441,SGL_RS10875,KEGG_module,-
12442,SGL_RS10880,KEGG_module,-
12443,SGL_RS10885,KEGG_module,-
12444,SGL_RS10890,KEGG_module,-
12445,SGL_RS10895,KEGG_module,-
12446,SGL_RS10900,KEGG_module,-
12447,SGL_RS10905,KEGG_module,M00236
12448,SGL_RS10910,KEGG_module,-
12449,SGL_RS10915,KEGG_module,-
12450,SGL_RS10920,KEGG_module,M00178
12451,SGL_RS10920,KEGG_module,M00179
12452,SGL_RS10925,KEGG_module,-
12453,SGL_RS10930,KEGG_module,-
12454,SGL_RS10935,KEGG_module,M00178
12455,SGL_RS10935,KEGG_module,M00179
12456,SGL_RS10940,KEGG_module,M00178
12457,SGL_RS10940,KEGG_module,M00179
12458,SGL_RS10945,KEGG_module,-
12459,SGL_RS10950,KEGG_module,M00048
12460,SGL_RS10955,KEGG_module,-
12461,SGL_RS10960,KEGG_module,M00004
12462,SGL_RS10960,KEGG_module,M00007
12463,SGL_RS10960,KEGG_module,M00165
12464,SGL_RS10960,KEGG_module,M00167
12465,SGL_RS19900,KEGG_module,-
12466,SGL_RS10985,KEGG_module,-
12467,SGL_RS10990,KEGG_module,-
12468,SGL_RS10995,KEGG_module,M00053
12469,SGL_RS11000,KEGG_module,M00176
12470,SGL_RS11000,KEGG_module,M00596
12471,SGL_RS11005,KEGG_module,-
12472,SGL_RS11010,KEGG_module,-
12473,SGL_RS11020,KEGG_module,-
12474,SGL_RS11025,KEGG_module,-
12475,SGL_RS11035,KEGG_module,-
12476,SGL_RS11040,KEGG_module,-
12477,SGL_RS11045,KEGG_module,-
12478,SGL_RS11050,KEGG_module,-
12479,SGL_RS11055,KEGG_module,-
12480,SGL_RS11060,KEGG_module,-
12481,SGL_RS11065,KEGG_module,-
12482,SGL_RS11070,KEGG_module,-
12483,SGL_RS19610,KEGG_module,-
12484,SGL_RS11075,KEGG_module,M00254
12485,SGL_RS11080,KEGG_module,-
12486,SGL_RS11085,KEGG_module,-
12487,SGL_RS11090,KEGG_module,-
12488,SGL_RS11095,KEGG_module,-
12489,SGL_RS11100,KEGG_module,-
12490,SGL_RS11105,KEGG_module,-
12491,SGL_RS11110,KEGG_module,-
12492,SGL_RS11115,KEGG_module,-
12493,SGL_RS11120,KEGG_module,M00060
12494,SGL_RS11125,KEGG_module,M00178
12495,SGL_RS11130,KEGG_module,M00178
12496,SGL_RS11135,KEGG_module,M00651
12497,SGL_RS11140,KEGG_module,M00432
12498,SGL_RS11170,KEGG_module,-
12499,SGL_RS11190,KEGG_module,-
12500,SGL_RS11200,KEGG_module,-
12501,SGL_RS11205,KEGG_module,-
12502,SGL_RS11210,KEGG_module,-
12503,SGL_RS11215,KEGG_module,-
12504,SGL_RS11220,KEGG_module,M00114
12505,SGL_RS11220,KEGG_module,M00361
12506,SGL_RS11220,KEGG_module,M00362
12507,SGL_RS11225,KEGG_module,M00009
12508,SGL_RS11225,KEGG_module,M00011
12509,SGL_RS11225,KEGG_module,M00173
12510,SGL_RS11225,KEGG_module,M00374
12511,SGL_RS11225,KEGG_module,M00620
12512,SGL_RS11230,KEGG_module,M00095
12513,SGL_RS11230,KEGG_module,M00096
12514,SGL_RS11230,KEGG_module,M00364
12515,SGL_RS11230,KEGG_module,M00365
12516,SGL_RS11230,KEGG_module,M00366
12517,SGL_RS11230,KEGG_module,M00367
12518,SGL_RS11235,KEGG_module,-
12519,SGL_RS11240,KEGG_module,M00163
12520,SGL_RS11245,KEGG_module,-
12521,SGL_RS11250,KEGG_module,-
12522,SGL_RS11255,KEGG_module,M00115
12523,SGL_RS11260,KEGG_module,-
12524,SGL_RS11265,KEGG_module,M00507
12525,SGL_RS11275,KEGG_module,M00359
12526,SGL_RS11275,KEGG_module,M00360
12527,SGL_RS11280,KEGG_module,-
12528,SGL_RS11285,KEGG_module,-
12529,SGL_RS11290,KEGG_module,M00168
12530,SGL_RS11290,KEGG_module,M00170
12531,SGL_RS11290,KEGG_module,M00171
12532,SGL_RS11290,KEGG_module,M00172
12533,SGL_RS11290,KEGG_module,M00173
12534,SGL_RS11290,KEGG_module,M00346
12535,SGL_RS11290,KEGG_module,M00374
12536,SGL_RS11300,KEGG_module,-
12537,SGL_RS11305,KEGG_module,M00115
12538,SGL_RS11310,KEGG_module,-
12539,SGL_RS11315,KEGG_module,-
12540,SGL_RS11320,KEGG_module,-
12541,SGL_RS11325,KEGG_module,-
12542,SGL_RS11330,KEGG_module,M00097
12543,SGL_RS11335,KEGG_module,-
12544,SGL_RS11340,KEGG_module,M00014
12545,SGL_RS11345,KEGG_module,M00001
12546,SGL_RS11345,KEGG_module,M00003
12547,SGL_RS11345,KEGG_module,M00165
12548,SGL_RS11345,KEGG_module,M00167
12549,SGL_RS11350,KEGG_module,-
12550,SGL_RS11355,KEGG_module,-
12551,SGL_RS11360,KEGG_module,-
12552,SGL_RS11365,KEGG_module,-
12553,SGL_RS11370,KEGG_module,M00467
12554,SGL_RS11375,KEGG_module,-
12555,SGL_RS11380,KEGG_module,-
12556,SGL_RS11385,KEGG_module,-
12557,SGL_RS11390,KEGG_module,M00322
12558,SGL_RS11395,KEGG_module,-
12559,SGL_RS11415,KEGG_module,M00096
12560,SGL_RS11420,KEGG_module,M00003
12561,SGL_RS11420,KEGG_module,M00165
12562,SGL_RS11420,KEGG_module,M00167
12563,SGL_RS11420,KEGG_module,M00344
12564,SGL_RS11425,KEGG_module,-
12565,SGL_RS11430,KEGG_module,-
12566,SGL_RS11435,KEGG_module,-
12567,SGL_RS11440,KEGG_module,-
12568,SGL_RS11445,KEGG_module,-
12569,SGL_RS11450,KEGG_module,M00359
12570,SGL_RS11450,KEGG_module,M00360
12571,SGL_RS11455,KEGG_module,-
12572,SGL_RS11460,KEGG_module,-
12573,SGL_RS11465,KEGG_module,-
12574,SGL_RS11470,KEGG_module,-
12575,SGL_RS11475,KEGG_module,-
12576,SGL_RS11480,KEGG_module,-
12577,SGL_RS11485,KEGG_module,-
12578,SGL_RS11490,KEGG_module,M00145
12579,SGL_RS11500,KEGG_module,-
12580,SGL_RS11505,KEGG_module,-
12581,SGL_RS11510,KEGG_module,M00126
12582,SGL_RS11510,KEGG_module,M00840
12583,SGL_RS11515,KEGG_module,-
12584,SGL_RS11520,KEGG_module,-
12585,SGL_RS11525,KEGG_module,-
12586,SGL_RS11530,KEGG_module,-
12587,SGL_RS11535,KEGG_module,-
12588,SGL_RS11540,KEGG_module,-
12589,SGL_RS11545,KEGG_module,-
12590,SGL_RS11550,KEGG_module,-
12591,SGL_RS11555,KEGG_module,-
12592,SGL_RS11560,KEGG_module,M00183
12593,SGL_RS11570,KEGG_module,-
12594,SGL_RS11580,KEGG_module,-
12595,SGL_RS11585,KEGG_module,-
12596,SGL_RS11590,KEGG_module,-
12597,SGL_RS11595,KEGG_module,-
12598,SGL_RS11600,KEGG_module,-
12599,SGL_RS11605,KEGG_module,-
12600,SGL_RS11610,KEGG_module,-
12601,SGL_RS11615,KEGG_module,-
12602,SGL_RS11620,KEGG_module,-
12603,SGL_RS11625,KEGG_module,M00165
12604,SGL_RS11625,KEGG_module,M00166
12605,SGL_RS11630,KEGG_module,-
12606,SGL_RS11635,KEGG_module,-
12607,SGL_RS11640,KEGG_module,-
12608,SGL_RS11645,KEGG_module,-
12609,SGL_RS11650,KEGG_module,-
12610,SGL_RS11655,KEGG_module,M00211
12611,SGL_RS11660,KEGG_module,-
12612,SGL_RS11675,KEGG_module,-
12613,SGL_RS11680,KEGG_module,-
12614,SGL_RS11685,KEGG_module,-
12615,SGL_RS11690,KEGG_module,-
12616,SGL_RS11695,KEGG_module,-
12617,SGL_RS11725,KEGG_module,-
12618,SGL_RS11735,KEGG_module,-
12619,SGL_RS11740,KEGG_module,-
12620,SGL_RS11750,KEGG_module,-
12621,SGL_RS11755,KEGG_module,M00022
12622,SGL_RS11760,KEGG_module,-
12623,SGL_RS11765,KEGG_module,-
12624,SGL_RS11775,KEGG_module,-
12625,SGL_RS11780,KEGG_module,M00048
12626,SGL_RS11780,KEGG_module,M00049
12627,SGL_RS11785,KEGG_module,-
12628,SGL_RS11790,KEGG_module,-
12629,SGL_RS11800,KEGG_module,M00112
12630,SGL_RS11805,KEGG_module,M00260
12631,SGL_RS11810,KEGG_module,M00323
12632,SGL_RS11815,KEGG_module,-
12633,SGL_RS11820,KEGG_module,-
12634,SGL_RS11825,KEGG_module,-
12635,SGL_RS11830,KEGG_module,-
12636,SGL_RS11835,KEGG_module,-
12637,SGL_RS11840,KEGG_module,-
12638,SGL_RS11845,KEGG_module,-
12639,SGL_RS11850,KEGG_module,-
12640,SGL_RS11855,KEGG_module,-
12641,SGL_RS11860,KEGG_module,-
12642,SGL_RS11865,KEGG_module,-
12643,SGL_RS11870,KEGG_module,-
12644,SGL_RS11875,KEGG_module,-
12645,SGL_RS11880,KEGG_module,-
12646,SGL_RS11885,KEGG_module,-
12647,SGL_RS11890,KEGG_module,-
12648,SGL_RS11895,KEGG_module,-
12649,SGL_RS11910,KEGG_module,-
12650,SGL_RS11915,KEGG_module,M00178
12651,SGL_RS11920,KEGG_module,-
12652,SGL_RS11925,KEGG_module,-
12653,SGL_RS11930,KEGG_module,-
12654,SGL_RS11935,KEGG_module,-
12655,SGL_RS11940,KEGG_module,-
12656,SGL_RS11945,KEGG_module,-
12657,SGL_RS11950,KEGG_module,-
12658,SGL_RS11955,KEGG_module,M00532
12659,SGL_RS11960,KEGG_module,-
12660,SGL_RS11965,KEGG_module,-
12661,SGL_RS11970,KEGG_module,-
12662,SGL_RS11975,KEGG_module,-
12663,SGL_RS11980,KEGG_module,M00001
12664,SGL_RS11980,KEGG_module,M00002
12665,SGL_RS11980,KEGG_module,M00003
12666,SGL_RS11980,KEGG_module,M00165
12667,SGL_RS11980,KEGG_module,M00166
12668,SGL_RS11980,KEGG_module,M00308
12669,SGL_RS11980,KEGG_module,M00552
12670,SGL_RS11985,KEGG_module,-
12671,SGL_RS11990,KEGG_module,M00359
12672,SGL_RS11990,KEGG_module,M00360
12673,SGL_RS11995,KEGG_module,-
12674,SGL_RS12000,KEGG_module,-
12675,SGL_RS12005,KEGG_module,-
12676,SGL_RS12010,KEGG_module,-
12677,SGL_RS12015,KEGG_module,-
12678,SGL_RS12020,KEGG_module,-
12679,SGL_RS12025,KEGG_module,-
12680,SGL_RS12030,KEGG_module,M00193
12681,SGL_RS12040,KEGG_module,-
12682,SGL_RS12045,KEGG_module,-
12683,SGL_RS12050,KEGG_module,-
12684,SGL_RS12055,KEGG_module,-
12685,SGL_RS12060,KEGG_module,M00023
12686,SGL_RS12065,KEGG_module,-
12687,SGL_RS12070,KEGG_module,-
12688,SGL_RS12075,KEGG_module,-
12689,SGL_RS12080,KEGG_module,M00051
12690,SGL_RS12085,KEGG_module,-
12691,SGL_RS12090,KEGG_module,-
12692,SGL_RS12095,KEGG_module,-
12693,SGL_RS12100,KEGG_module,-
12694,SGL_RS12105,KEGG_module,-
12695,SGL_RS12110,KEGG_module,-
12696,SGL_RS19915,KEGG_module,-
12697,SGL_RS12120,KEGG_module,-
12698,SGL_RS12125,KEGG_module,-
12699,SGL_RS12130,KEGG_module,-
12700,SGL_RS12135,KEGG_module,-
12701,SGL_RS12140,KEGG_module,-
12702,SGL_RS12145,KEGG_module,-
12703,SGL_RS12150,KEGG_module,-
12704,SGL_RS12155,KEGG_module,-
12705,SGL_RS12160,KEGG_module,-
12706,SGL_RS12165,KEGG_module,M00322
12707,SGL_RS12170,KEGG_module,-
12708,SGL_RS12175,KEGG_module,-
12709,SGL_RS12190,KEGG_module,-
12710,SGL_RS12200,KEGG_module,-
12711,SGL_RS12205,KEGG_module,-
12712,SGL_RS12210,KEGG_module,-
12713,SGL_RS20075,KEGG_module,-
12714,SGL_RS12225,KEGG_module,-
12715,SGL_RS12230,KEGG_module,-
12716,SGL_RS12235,KEGG_module,-
12717,SGL_RS12240,KEGG_module,M00034
12718,SGL_RS12245,KEGG_module,-
12719,SGL_RS12255,KEGG_module,-
12720,SGL_RS12260,KEGG_module,-
12721,SGL_RS12265,KEGG_module,M00122
12722,SGL_RS12270,KEGG_module,-
12723,SGL_RS12275,KEGG_module,-
12724,SGL_RS12280,KEGG_module,-
12725,SGL_RS12285,KEGG_module,-
12726,SGL_RS12290,KEGG_module,-
12727,SGL_RS12295,KEGG_module,-
12728,SGL_RS18960,KEGG_module,-
12729,SGL_RS12305,KEGG_module,-
12730,SGL_RS18965,KEGG_module,-
12731,SGL_RS12310,KEGG_module,-
12732,SGL_RS12315,KEGG_module,-
12733,SGL_RS12320,KEGG_module,-
12734,SGL_RS12335,KEGG_module,M00793
12735,SGL_RS12340,KEGG_module,-
12736,SGL_RS12345,KEGG_module,M00307
12737,SGL_RS12350,KEGG_module,-
12738,SGL_RS12355,KEGG_module,-
12739,SGL_RS12360,KEGG_module,-
12740,SGL_RS12365,KEGG_module,M00049
12741,SGL_RS12365,KEGG_module,M00050
12742,SGL_RS12365,KEGG_module,M00052
12743,SGL_RS12365,KEGG_module,M00053
12744,SGL_RS18970,KEGG_module,-
12745,SGL_RS12395,KEGG_module,M00034
12746,SGL_RS12400,KEGG_module,M00089
12747,SGL_RS12410,KEGG_module,-
12748,SGL_RS12415,KEGG_module,-
12749,SGL_RS12420,KEGG_module,-
12750,SGL_RS12425,KEGG_module,-
12751,SGL_RS12430,KEGG_module,-
12752,SGL_RS12435,KEGG_module,-
12753,SGL_RS12440,KEGG_module,-
12754,SGL_RS12445,KEGG_module,-
12755,SGL_RS12450,KEGG_module,M00001
12756,SGL_RS12450,KEGG_module,M00002
12757,SGL_RS12450,KEGG_module,M00003
12758,SGL_RS12455,KEGG_module,M00335
12759,SGL_RS12460,KEGG_module,-
12760,SGL_RS12465,KEGG_module,M00307
12761,SGL_RS12470,KEGG_module,-
12762,SGL_RS12475,KEGG_module,-
12763,SGL_RS12480,KEGG_module,-
12764,SGL_RS12485,KEGG_module,-
12765,SGL_RS12490,KEGG_module,-
12766,SGL_RS12495,KEGG_module,-
12767,SGL_RS20035,KEGG_module,-
12768,SGL_RS12505,KEGG_module,-
12769,SGL_RS12510,KEGG_module,-
12770,SGL_RS12515,KEGG_module,-
12771,SGL_RS12525,KEGG_module,M00565
12772,SGL_RS12530,KEGG_module,-
12773,SGL_RS12535,KEGG_module,-
12774,SGL_RS12540,KEGG_module,-
12775,SGL_RS12545,KEGG_module,-
12776,SGL_RS12550,KEGG_module,M00507
12777,SGL_RS12555,KEGG_module,-
12778,SGL_RS12560,KEGG_module,M00239
12779,SGL_RS12565,KEGG_module,-
12780,SGL_RS12570,KEGG_module,-
12781,SGL_RS12575,KEGG_module,M00125
12782,SGL_RS19930,KEGG_module,-
12783,SGL_RS12585,KEGG_module,M00190
12784,SGL_RS12590,KEGG_module,-
12785,SGL_RS12595,KEGG_module,M00001
12786,SGL_RS12595,KEGG_module,M00549
12787,SGL_RS12600,KEGG_module,-
12788,SGL_RS12605,KEGG_module,-
12789,SGL_RS12615,KEGG_module,-
12790,SGL_RS12620,KEGG_module,M00163
12791,SGL_RS12625,KEGG_module,M00145
12792,SGL_RS12630,KEGG_module,-
12793,SGL_RS12635,KEGG_module,-
12794,SGL_RS12640,KEGG_module,-
12795,SGL_RS12645,KEGG_module,-
12796,SGL_RS12650,KEGG_module,-
12797,SGL_RS12655,KEGG_module,-
12798,SGL_RS12660,KEGG_module,-
12799,SGL_RS12665,KEGG_module,-
12800,SGL_RS12675,KEGG_module,-
12801,SGL_RS12690,KEGG_module,-
12802,SGL_RS12695,KEGG_module,-
12803,SGL_RS12700,KEGG_module,-
12804,SGL_RS12705,KEGG_module,-
12805,SGL_RS19935,KEGG_module,-
12806,SGL_RS19940,KEGG_module,-
12807,SGL_RS12725,KEGG_module,-
12808,SGL_RS12730,KEGG_module,M00236
12809,SGL_RS12735,KEGG_module,-
12810,SGL_RS12740,KEGG_module,-
12811,SGL_RS12745,KEGG_module,M00532
12812,SGL_RS12750,KEGG_module,-
12813,SGL_RS12755,KEGG_module,-
12814,SGL_RS12760,KEGG_module,-
12815,SGL_RS12765,KEGG_module,-
12816,SGL_RS12770,KEGG_module,M00121
12817,SGL_RS12775,KEGG_module,-
12818,SGL_RS12785,KEGG_module,-
12819,SGL_RS12790,KEGG_module,-
12820,SGL_RS12805,KEGG_module,-
12821,SGL_RS12810,KEGG_module,-
12822,SGL_RS12815,KEGG_module,-
12823,SGL_RS12820,KEGG_module,M00565
12824,SGL_RS12825,KEGG_module,-
12825,SGL_RS12830,KEGG_module,-
12826,SGL_RS12840,KEGG_module,M00051
12827,SGL_RS12845,KEGG_module,-
12828,SGL_RS12850,KEGG_module,M00432
12829,SGL_RS12855,KEGG_module,-
12830,SGL_RS12865,KEGG_module,-
12831,SGL_RS12870,KEGG_module,-
12832,SGL_RS12875,KEGG_module,-
12833,SGL_RS12880,KEGG_module,-
12834,SGL_RS12885,KEGG_module,-
12835,SGL_RS12895,KEGG_module,-
12836,SGL_RS12900,KEGG_module,M00027
12837,SGL_RS12905,KEGG_module,M00434
12838,SGL_RS12910,KEGG_module,M00082
12839,SGL_RS12910,KEGG_module,M00376
12840,SGL_RS12915,KEGG_module,-
12841,SGL_RS12920,KEGG_module,-
12842,SGL_RS12925,KEGG_module,-
12843,SGL_RS12930,KEGG_module,-
12844,SGL_RS12935,KEGG_module,-
12845,SGL_RS12940,KEGG_module,-
12846,SGL_RS12945,KEGG_module,M00053
12847,SGL_RS12950,KEGG_module,-
12848,SGL_RS12955,KEGG_module,-
12849,SGL_RS12965,KEGG_module,M00083
12850,SGL_RS12965,KEGG_module,M00572
12851,SGL_RS12970,KEGG_module,-
12852,SGL_RS12975,KEGG_module,-
12853,SGL_RS12985,KEGG_module,M00004
12854,SGL_RS12985,KEGG_module,M00006
12855,SGL_RS12990,KEGG_module,-
12856,SGL_RS12995,KEGG_module,-
12857,SGL_RS13000,KEGG_module,-
12858,SGL_RS13005,KEGG_module,-
12859,SGL_RS13010,KEGG_module,-
12860,SGL_RS13015,KEGG_module,-
12861,SGL_RS13020,KEGG_module,-
12862,SGL_RS13030,KEGG_module,-
12863,SGL_RS13035,KEGG_module,-
12864,SGL_RS13040,KEGG_module,-
12865,SGL_RS13045,KEGG_module,-
12866,SGL_RS13050,KEGG_module,M00335
12867,SGL_RS13055,KEGG_module,M00335
12868,SGL_RS13060,KEGG_module,M00060
12869,SGL_RS13065,KEGG_module,M00178
12870,SGL_RS13070,KEGG_module,M00178
12871,SGL_RS13075,KEGG_module,-
12872,SGL_RS13080,KEGG_module,-
12873,SGL_RS13090,KEGG_module,M00323
12874,SGL_RS19955,KEGG_module,-
12875,SGL_RS19960,KEGG_module,-
12876,SGL_RS13100,KEGG_module,-
12877,SGL_RS13105,KEGG_module,M00254
12878,SGL_RS13110,KEGG_module,M00254
12879,SGL_RS13115,KEGG_module,-
12880,SGL_RS13120,KEGG_module,M00048
12881,SGL_RS13130,KEGG_module,-
12882,SGL_RS13135,KEGG_module,-
12883,SGL_RS13140,KEGG_module,-
12884,SGL_RS13145,KEGG_module,-
12885,SGL_RS13150,KEGG_module,-
12886,SGL_RS13155,KEGG_module,M00140
12887,SGL_RS13155,KEGG_module,M00377
12888,SGL_RS19965,KEGG_module,M00210
12889,SGL_RS19965,KEGG_module,M00669
12890,SGL_RS19965,KEGG_module,M00670
12891,SGL_RS13165,KEGG_module,M00135
12892,SGL_RS13170,KEGG_module,M00467
12893,SGL_RS13175,KEGG_module,-
12894,SGL_RS13180,KEGG_module,M00001
12895,SGL_RS13180,KEGG_module,M00002
12896,SGL_RS13180,KEGG_module,M00003
12897,SGL_RS13185,KEGG_module,-
12898,SGL_RS13190,KEGG_module,M00236
12899,SGL_RS13195,KEGG_module,-
12900,SGL_RS13200,KEGG_module,M00162
12901,SGL_RS13205,KEGG_module,M00162
12902,SGL_RS13210,KEGG_module,-
12903,SGL_RS13215,KEGG_module,-
12904,SGL_RS13220,KEGG_module,-
12905,SGL_RS13225,KEGG_module,-
12906,SGL_RS13230,KEGG_module,-
12907,SGL_RS13235,KEGG_module,M00254
12908,SGL_RS13240,KEGG_module,-
12909,SGL_RS13245,KEGG_module,-
12910,SGL_RS13250,KEGG_module,M00096
12911,SGL_RS13255,KEGG_module,-
12912,SGL_RS13265,KEGG_module,-
12913,SGL_RS18990,KEGG_module,-
12914,SGL_RS13285,KEGG_module,-
12915,SGL_RS13290,KEGG_module,M00582
12916,SGL_RS19005,KEGG_module,M00178
12917,SGL_RS13315,KEGG_module,-
12918,SGL_RS13320,KEGG_module,-
12919,SGL_RS13325,KEGG_module,M00239
12920,SGL_RS13330,KEGG_module,M00359
12921,SGL_RS13330,KEGG_module,M00360
12922,SGL_RS13335,KEGG_module,-
12923,SGL_RS13340,KEGG_module,-
12924,SGL_RS13350,KEGG_module,-
12925,SGL_RS13355,KEGG_module,-
12926,SGL_RS13360,KEGG_module,-
12927,SGL_RS13365,KEGG_module,-
12928,SGL_RS13370,KEGG_module,-
12929,SGL_RS13375,KEGG_module,-
12930,SGL_RS13380,KEGG_module,M00096
12931,SGL_RS13385,KEGG_module,M00001
