# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "8" "-s" "0" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "DRX114944_cds.txt" "DRX114944.bam" 
Geneid	Chr	Start	End	Strand	Length	DRX114944.bam
SYNPCC7002_RS07035	NC_010475.1	1473640	1474914	-	1275	1458
SYNPCC7002_RS07040	NC_010475.1	1475055	1476017	+	963	73
SYNPCC7002_RS07045	NC_010475.1	1476004	1478652	-	2649	567
SYNPCC7002_RS07050	NC_010475.1	1478733	1479302	-	570	55
SYNPCC7002_RS07055	NC_010475.1	1479356	1480480	-	1125	250
SYNPCC7002_RS07060	NC_010475.1	1480652	1481281	-	630	107
SYNPCC7002_RS07065	NC_010475.1	1481316	1482056	-	741	630
SYNPCC7002_RS07070	NC_010475.1	1482231	1482467	+	237	2439
SYNPCC7002_RS07075	NC_010475.1	1482546	1485533	-	2988	3702
SYNPCC7002_RS07080	NC_010475.1	1485680	1485868	-	189	36
SYNPCC7002_RS07085	NC_010475.1	1485999	1488758	+	2760	284
SYNPCC7002_RS07090	NC_010475.1	1488776	1489792	-	1017	145
SYNPCC7002_RS07095	NC_010475.1	1489906	1490988	+	1083	290174
SYNPCC7002_RS07100	NC_010475.1	1491159	1491464	-	306	28
SYNPCC7002_RS07105	NC_010475.1	1491567	1492163	+	597	305
SYNPCC7002_RS07110	NC_010475.1	1492392	1494050	+	1659	2529
SYNPCC7002_RS07115	NC_010475.1	1494097	1494411	+	315	495
SYNPCC7002_RS07120	NC_010475.1	1494459	1495364	+	906	674
SYNPCC7002_RS07125	NC_010475.1	1495372	1496265	-	894	351
SYNPCC7002_RS07130	NC_010475.1	1496310	1498064	+	1755	193
SYNPCC7002_RS07135	NC_010475.1	1498139	1499617	+	1479	273
SYNPCC7002_RS07140	NC_010475.1	1499614	1499925	-	312	73
SYNPCC7002_RS07145	NC_010475.1	1499946	1501157	-	1212	526
SYNPCC7002_RS07150	NC_010475.1	1501158	1501370	-	213	1504
SYNPCC7002_RS07155	NC_010475.1	1501544	1501750	+	207	349
SYNPCC7002_RS07160	NC_010475.1	1501801	1502262	-	462	302
SYNPCC7002_RS07165	NC_010475.1	1502390	1503730	-	1341	199
SYNPCC7002_RS07170	NC_010475.1	1503739	1504623	-	885	87
SYNPCC7002_RS07175	NC_010475.1	1504877	1505581	+	705	1212
SYNPCC7002_RS07180	NC_010475.1	1505658	1506881	+	1224	337
SYNPCC7002_RS07185	NC_010475.1	1507076	1507702	+	627	254
SYNPCC7002_RS07190	NC_010475.1	1507756	1508520	+	765	220
SYNPCC7002_RS07195	NC_010475.1	1508520	1509203	+	684	117
SYNPCC7002_RS07200	NC_010475.1	1509200	1509682	-	483	115
SYNPCC7002_RS07205	NC_010475.1	1509679	1510215	-	537	105
SYNPCC7002_RS07210	NC_010475.1	1510219	1510887	-	669	330
SYNPCC7002_RS07215	NC_010475.1	1510953	1511543	+	591	62
SYNPCC7002_RS07220	NC_010475.1	1511550	1512566	-	1017	78
SYNPCC7002_RS07225	NC_010475.1	1512636	1516172	-	3537	196
SYNPCC7002_RS07230	NC_010475.1	1516792	1517181	-	390	28
SYNPCC7002_RS07235	NC_010475.1	1517562	1518863	+	1302	36
SYNPCC7002_RS07240	NC_010475.1	1518900	1520141	+	1242	10
SYNPCC7002_RS07245	NC_010475.1	1520138	1521304	+	1167	26
SYNPCC7002_RS07250	NC_010475.1	1521311	1523143	+	1833	61
SYNPCC7002_RS07255	NC_010475.1	1523146	1524138	+	993	29
SYNPCC7002_RS07260	NC_010475.1	1524246	1524608	+	363	47
SYNPCC7002_RS07265	NC_010475.1	1524608	1526119	+	1512	63
SYNPCC7002_RS07270	NC_010475.1	1526085	1526753	+	669	35
SYNPCC7002_RS07275	NC_010475.1	1526805	1527392	+	588	29
SYNPCC7002_RS07280	NC_010475.1	1527448	1527945	+	498	181
SYNPCC7002_RS07285	NC_010475.1	1527983	1529092	+	1110	277
SYNPCC7002_RS07290	NC_010475.1	1529398	1530141	-	744	47
SYNPCC7002_RS07295	NC_010475.1	1530287	1530949	+	663	389
SYNPCC7002_RS07300	NC_010475.1	1530971	1532305	-	1335	516
SYNPCC7002_RS07305	NC_010475.1	1532427	1533956	-	1530	486
SYNPCC7002_RS07310	NC_010475.1	1534054	1535199	-	1146	999
SYNPCC7002_RS07315	NC_010475.1	1535639	1537018	-	1380	252
SYNPCC7002_RS07320	NC_010475.1	1537195	1537821	+	627	118
SYNPCC7002_RS07325	NC_010475.1	1537931	1538929	-	999	265
SYNPCC7002_RS07330	NC_010475.1	1538966	1540198	-	1233	217
SYNPCC7002_RS07335	NC_010475.1	1540354	1541469	+	1116	349
SYNPCC7002_RS07340	NC_010475.1	1541486	1542055	-	570	181
SYNPCC7002_RS07345	NC_010475.1	1542203	1543939	-	1737	314
SYNPCC7002_RS07350	NC_010475.1	1544064	1546889	-	2826	482
SYNPCC7002_RS07355	NC_010475.1	1547095	1547700	-	606	898
SYNPCC7002_RS07360	NC_010475.1	1547941	1548291	-	351	7
SYNPCC7002_RS07365	NC_010475.1	1548483	1548962	-	480	93
SYNPCC7002_RS07370	NC_010475.1	1549075	1550262	-	1188	167
SYNPCC7002_RS07375	NC_010475.1	1550421	1550888	-	468	159
SYNPCC7002_RS07380	NC_010475.1	1550954	1551916	-	963	243
SYNPCC7002_RS07385	NC_010475.1	1552030	1554552	+	2523	275
SYNPCC7002_RS07390	NC_010475.1	1554767	1554976	+	210	98
SYNPCC7002_RS07395	NC_010475.1	1555025	1555222	+	198	106
SYNPCC7002_RS07400	NC_010475.1	1555250	1555462	+	213	148
SYNPCC7002_RS07405	NC_010475.1	1555611	1555910	-	300	551
SYNPCC7002_RS07410	NC_010475.1	1556470	1557372	+	903	151
SYNPCC7002_RS16115	NC_010475.1	1557436	1558617	+	1182	152
SYNPCC7002_RS07420	NC_010475.1	1558626	1560995	-	2370	164
SYNPCC7002_RS07425	NC_010475.1	1560998	1561714	-	717	11
SYNPCC7002_RS07430	NC_010475.1	1561728	1563110	-	1383	59
SYNPCC7002_RS07435	NC_010475.1	1563578	1565035	+	1458	141
SYNPCC7002_RS07440	NC_010475.1	1565045	1565962	-	918	174
SYNPCC7002_RS07445	NC_010475.1	1565952	1567091	-	1140	176
SYNPCC7002_RS16120	NC_010475.1	1567159	1567632	-	474	197
SYNPCC7002_RS07455	NC_010475.1	1567938	1568282	+	345	45
SYNPCC7002_RS07460	NC_010475.1	1568609	1571512	+	2904	343
SYNPCC7002_RS07465	NC_010475.1	1571616	1572551	-	936	7665
SYNPCC7002_RS07470	NC_010475.1	1572916	1573446	-	531	101
SYNPCC7002_RS07475	NC_010475.1	1573531	1574994	-	1464	825
SYNPCC7002_RS07480	NC_010475.1	1575037	1576023	-	987	1949
SYNPCC7002_RS16975	NC_010475.1	1576054	1576290	-	237	6
SYNPCC7002_RS07490	NC_010475.1	1576367	1576900	+	534	2619
SYNPCC7002_RS07495	NC_010475.1	1576982	1578211	-	1230	641
SYNPCC7002_RS07500	NC_010475.1	1578343	1579239	+	897	718
SYNPCC7002_RS07505	NC_010475.1	1579528	1580265	+	738	1779
SYNPCC7002_RS07510	NC_010475.1	1580437	1580895	-	459	3480
SYNPCC7002_RS07515	NC_010475.1	1580953	1582512	-	1560	690
SYNPCC7002_RS07520	NC_010475.1	1582856	1585126	-	2271	3339
SYNPCC7002_RS07525	NC_010475.1	1585174	1586571	-	1398	1406
SYNPCC7002_RS07530	NC_010475.1	1587019	1587510	+	492	611
SYNPCC7002_RS07535	NC_010475.1	1587927	1589234	+	1308	4967
SYNPCC7002_RS07540	NC_010475.1	1589400	1589963	+	564	1887
SYNPCC7002_RS07545	NC_010475.1	1590214	1592109	+	1896	4011
SYNPCC7002_RS07550	NC_010475.1	1592148	1592897	+	750	1249
SYNPCC7002_RS07555	NC_010475.1	1592954	1593787	+	834	1073
SYNPCC7002_RS16125	NC_010475.1	1593831	1594703	+	873	607
SYNPCC7002_RS07565	NC_010475.1	1594734	1595777	+	1044	1437
SYNPCC7002_RS07570	NC_010475.1	1595794	1597038	+	1245	3459
SYNPCC7002_RS07575	NC_010475.1	1597143	1598054	+	912	3195
SYNPCC7002_RS16130	NC_010475.1	1598065	1599018	+	954	3228
SYNPCC7002_RS07585	NC_010475.1	1599229	1599690	+	462	1246
SYNPCC7002_RS07590	NC_010475.1	1599698	1600912	+	1215	2512
SYNPCC7002_RS07595	NC_010475.1	1600909	1602237	+	1329	4166
SYNPCC7002_RS07600	NC_010475.1	1602262	1603470	+	1209	4388
SYNPCC7002_RS07605	NC_010475.1	1603467	1604648	+	1182	2213
SYNPCC7002_RS17220	NC_010475.1	1604765	1604890	+	126	69
SYNPCC7002_RS16445	NC_010475.1	1604975	1605394	+	420	248
SYNPCC7002_RS07615	NC_010475.1	1605399	1605809	+	411	680
SYNPCC7002_RS07620	NC_010475.1	1605908	1606486	+	579	1084
SYNPCC7002_RS07625	NC_010475.1	1606449	1607513	-	1065	3213
SYNPCC7002_RS07630	NC_010475.1	1607667	1608125	+	459	918
SYNPCC7002_RS07635	NC_010475.1	1608115	1608990	+	876	1545
SYNPCC7002_RS07640	NC_010475.1	1609042	1609311	+	270	327
SYNPCC7002_RS07645	NC_010475.1	1609584	1610597	+	1014	2840
SYNPCC7002_RS07650	NC_010475.1	1610630	1611430	+	801	664
SYNPCC7002_RS07655	NC_010475.1	1611411	1611953	+	543	478
SYNPCC7002_RS07660	NC_010475.1	1611926	1612756	-	831	946
SYNPCC7002_RS07665	NC_010475.1	1613063	1613470	+	408	581
SYNPCC7002_RS07670	NC_010475.1	1613467	1614030	-	564	636
SYNPCC7002_RS07675	NC_010475.1	1614147	1615841	+	1695	730
SYNPCC7002_RS07680	NC_010475.1	1615838	1617274	-	1437	1484
SYNPCC7002_RS07685	NC_010475.1	1617346	1618194	-	849	454
SYNPCC7002_RS07690	NC_010475.1	1618200	1619531	-	1332	2518
SYNPCC7002_RS07695	NC_010475.1	1619573	1620145	-	573	1854
SYNPCC7002_RS16675	NC_010475.1	1620242	1620427	-	186	111
SYNPCC7002_RS07700	NC_010475.1	1620414	1621079	-	666	487
SYNPCC7002_RS07705	NC_010475.1	1621241	1622755	+	1515	570
SYNPCC7002_RS07710	NC_010475.1	1622752	1625265	-	2514	696
SYNPCC7002_RS07715	NC_010475.1	1625384	1625836	+	453	977
SYNPCC7002_RS07720	NC_010475.1	1625859	1626527	+	669	446
SYNPCC7002_RS07725	NC_010475.1	1626577	1626990	+	414	164
SYNPCC7002_RS07730	NC_010475.1	1627034	1627723	+	690	326
SYNPCC7002_RS07735	NC_010475.1	1627809	1630082	-	2274	2947
SYNPCC7002_RS07740	NC_010475.1	1630780	1631436	+	657	915
SYNPCC7002_RS07745	NC_010475.1	1631506	1632198	-	693	813
SYNPCC7002_RS07750	NC_010475.1	1632256	1632510	-	255	346
SYNPCC7002_RS07755	NC_010475.1	1632603	1633622	-	1020	764
SYNPCC7002_RS07760	NC_010475.1	1633645	1634784	-	1140	371
SYNPCC7002_RS07765	NC_010475.1	1635102	1637906	+	2805	1910
SYNPCC7002_RS07770	NC_010475.1	1638052	1638900	-	849	585
SYNPCC7002_RS07775	NC_010475.1	1638912	1639157	-	246	412
SYNPCC7002_RS07780	NC_010475.1	1639309	1639908	+	600	298
SYNPCC7002_RS07785	NC_010475.1	1639948	1640154	+	207	61
SYNPCC7002_RS07790	NC_010475.1	1640168	1641196	+	1029	390
SYNPCC7002_RS07795	NC_010475.1	1641196	1641906	+	711	84
SYNPCC7002_RS07800	NC_010475.1	1641960	1642664	+	705	294
SYNPCC7002_RS16980	NC_010475.1	1642722	1644158	+	1437	1016
SYNPCC7002_RS07810	NC_010475.1	1644196	1645059	+	864	480
SYNPCC7002_RS07815	NC_010475.1	1645160	1646542	-	1383	180264
SYNPCC7002_RS07820	NC_010475.1	1646526	1647584	-	1059	110845
SYNPCC7002_RS07825	NC_010475.1	1647899	1648456	-	558	212
SYNPCC7002_RS07830	NC_010475.1	1648493	1649368	-	876	563
SYNPCC7002_RS07835	NC_010475.1	1649365	1649766	-	402	320
SYNPCC7002_RS16450	NC_010475.1	1649999	1650253	+	255	176
SYNPCC7002_RS07840	NC_010475.1	1650250	1650597	+	348	127
SYNPCC7002_RS07845	NC_010475.1	1650648	1650941	-	294	882
SYNPCC7002_RS07850	NC_010475.1	1650994	1651515	-	522	1214
SYNPCC7002_RS07855	NC_010475.1	1651584	1652564	+	981	63
SYNPCC7002_RS07860	NC_010475.1	1652685	1653167	+	483	266
SYNPCC7002_RS07865	NC_010475.1	1653303	1654172	-	870	933
SYNPCC7002_RS07870	NC_010475.1	1654309	1654542	-	234	328
SYNPCC7002_RS07875	NC_010475.1	1654817	1655101	-	285	366
SYNPCC7002_RS07880	NC_010475.1	1655190	1656113	-	924	307
SYNPCC7002_RS07885	NC_010475.1	1656261	1656761	+	501	310
SYNPCC7002_RS07890	NC_010475.1	1656773	1658035	-	1263	884
SYNPCC7002_RS07895	NC_010475.1	1658093	1659310	-	1218	393
SYNPCC7002_RS07900	NC_010475.1	1659371	1659571	-	201	53
SYNPCC7002_RS07905	NC_010475.1	1659641	1660195	-	555	358
SYNPCC7002_RS07910	NC_010475.1	1660469	1661371	+	903	338
SYNPCC7002_RS07915	NC_010475.1	1661502	1662014	+	513	1266
SYNPCC7002_RS07920	NC_010475.1	1662065	1662745	-	681	49
SYNPCC7002_RS07925	NC_010475.1	1662934	1663677	+	744	1657
SYNPCC7002_RS07930	NC_010475.1	1663782	1664078	+	297	438
SYNPCC7002_RS07935	NC_010475.1	1664222	1664686	+	465	771
SYNPCC7002_RS07940	NC_010475.1	1664823	1666148	+	1326	657
SYNPCC7002_RS07945	NC_010475.1	1666178	1667239	+	1062	617
SYNPCC7002_RS07950	NC_010475.1	1667323	1668519	-	1197	14372
SYNPCC7002_RS07955	NC_010475.1	1668678	1669082	+	405	496
SYNPCC7002_RS07960	NC_010475.1	1669555	1670109	+	555	302
SYNPCC7002_RS16455	NC_010475.1	1670346	1670591	-	246	34978
SYNPCC7002_RS07965	NC_010475.1	1670846	1671424	+	579	292
SYNPCC7002_RS17225	NC_010475.1	1671579	1671701	+	123	315
SYNPCC7002_RS07975	NC_010475.1	1671832	1673484	+	1653	816
SYNPCC7002_RS07980	NC_010475.1	1673481	1673795	-	315	1231
SYNPCC7002_RS07985	NC_010475.1	1673880	1674767	-	888	254
SYNPCC7002_RS07990	NC_010475.1	1674854	1675576	-	723	134
SYNPCC7002_RS07995	NC_010475.1	1675812	1676318	+	507	367
SYNPCC7002_RS08005	NC_010475.1	1676854	1677696	+	843	2680
SYNPCC7002_RS08010	NC_010475.1	1677718	1678593	+	876	275
SYNPCC7002_RS08015	NC_010475.1	1678748	1680370	+	1623	1234
SYNPCC7002_RS08020	NC_010475.1	1680363	1680872	+	510	352
SYNPCC7002_RS08025	NC_010475.1	1680891	1681433	+	543	340
SYNPCC7002_RS08030	NC_010475.1	1681544	1684012	+	2469	2015
SYNPCC7002_RS08035	NC_010475.1	1684200	1684724	+	525	260
SYNPCC7002_RS08040	NC_010475.1	1684812	1685270	-	459	11496
SYNPCC7002_RS08045	NC_010475.1	1685394	1686245	-	852	253
SYNPCC7002_RS08050	NC_010475.1	1686370	1687467	+	1098	1678
SYNPCC7002_RS08055	NC_010475.1	1687524	1689329	+	1806	1235
SYNPCC7002_RS08060	NC_010475.1	1689429	1690604	+	1176	1078
SYNPCC7002_RS08065	NC_010475.1	1690751	1691716	+	966	635
SYNPCC7002_RS16685	NC_010475.1	1691778	1691954	-	177	75
SYNPCC7002_RS08070	NC_010475.1	1692224	1692829	+	606	204
SYNPCC7002_RS08075	NC_010475.1	1692894	1693367	+	474	237
SYNPCC7002_RS16135	NC_010475.1	1693452	1693910	+	459	290
SYNPCC7002_RS08085	NC_010475.1	1693998	1694321	-	324	6103
SYNPCC7002_RS08090	NC_010475.1	1694819	1696009	+	1191	331
SYNPCC7002_RS08095	NC_010475.1	1696019	1697530	-	1512	1228
SYNPCC7002_RS08100	NC_010475.1	1697612	1697935	-	324	474
SYNPCC7002_RS08105	NC_010475.1	1698238	1699302	-	1065	964
SYNPCC7002_RS08110	NC_010475.1	1699378	1700559	-	1182	866
SYNPCC7002_RS08115	NC_010475.1	1700682	1701500	-	819	73
SYNPCC7002_RS08120	NC_010475.1	1701580	1701954	-	375	347
SYNPCC7002_RS08125	NC_010475.1	1702007	1703443	-	1437	2392
SYNPCC7002_RS08130	NC_010475.1	1703613	1705112	+	1500	148
SYNPCC7002_RS08135	NC_010475.1	1705109	1705654	-	546	167
SYNPCC7002_RS08140	NC_010475.1	1705647	1705886	-	240	94
SYNPCC7002_RS08145	NC_010475.1	1705992	1706609	+	618	2876
SYNPCC7002_RS08150	NC_010475.1	1706726	1707451	+	726	733
SYNPCC7002_RS08155	NC_010475.1	1707448	1708350	-	903	205
SYNPCC7002_RS08160	NC_010475.1	1708616	1708903	+	288	3476
SYNPCC7002_RS08165	NC_010475.1	1709023	1710444	-	1422	809
SYNPCC7002_RS08170	NC_010475.1	1711017	1711526	+	510	11348
SYNPCC7002_RS08175	NC_010475.1	1711634	1712551	-	918	535
SYNPCC7002_RS08185	NC_010475.1	1712780	1713952	+	1173	249
SYNPCC7002_RS08190	NC_010475.1	1713942	1714724	-	783	285
SYNPCC7002_RS08195	NC_010475.1	1714930	1715226	+	297	118
SYNPCC7002_RS08200	NC_010475.1	1715223	1716815	-	1593	843
SYNPCC7002_RS08205	NC_010475.1	1716878	1720096	-	3219	935
SYNPCC7002_RS08210	NC_010475.1	1720237	1720989	+	753	262
SYNPCC7002_RS08215	NC_010475.1	1721145	1722383	+	1239	370
SYNPCC7002_RS08220	NC_010475.1	1722380	1723225	-	846	452
SYNPCC7002_RS08225	NC_010475.1	1723267	1723476	+	210	146
SYNPCC7002_RS08230	NC_010475.1	1723541	1724455	+	915	366
SYNPCC7002_RS08235	NC_010475.1	1724611	1726239	+	1629	530
SYNPCC7002_RS08240	NC_010475.1	1726353	1727090	+	738	1564
SYNPCC7002_RS08245	NC_010475.1	1727092	1727592	-	501	515
SYNPCC7002_RS08250	NC_010475.1	1727725	1728594	-	870	493
SYNPCC7002_RS08255	NC_010475.1	1728610	1729122	-	513	629
SYNPCC7002_RS16140	NC_010475.1	1729301	1730788	-	1488	600
SYNPCC7002_RS08265	NC_010475.1	1730843	1731247	-	405	277
SYNPCC7002_RS08275	NC_010475.1	1731551	1733077	+	1527	3769
SYNPCC7002_RS08280	NC_010475.1	1733215	1734201	+	987	1018
SYNPCC7002_RS08285	NC_010475.1	1734266	1735465	-	1200	2140
SYNPCC7002_RS08290	NC_010475.1	1735678	1736118	-	441	214
SYNPCC7002_RS08295	NC_010475.1	1736176	1737981	-	1806	1682
SYNPCC7002_RS08300	NC_010475.1	1738454	1741084	+	2631	589
SYNPCC7002_RS08305	NC_010475.1	1741287	1743083	+	1797	3743
SYNPCC7002_RS08310	NC_010475.1	1743235	1743696	+	462	220
SYNPCC7002_RS08315	NC_010475.1	1743719	1744546	+	828	179
SYNPCC7002_RS08320	NC_010475.1	1744536	1744868	-	333	115
SYNPCC7002_RS08330	NC_010475.1	1745114	1745890	+	777	1052
SYNPCC7002_RS08335	NC_010475.1	1746178	1746621	+	444	114
SYNPCC7002_RS08340	NC_010475.1	1746691	1748313	+	1623	633
SYNPCC7002_RS08345	NC_010475.1	1748355	1748921	-	567	444
SYNPCC7002_RS08350	NC_010475.1	1748971	1751262	-	2292	1995
SYNPCC7002_RS08355	NC_010475.1	1751324	1751545	-	222	27
SYNPCC7002_RS08360	NC_010475.1	1751545	1751775	-	231	21
SYNPCC7002_RS08365	NC_010475.1	1751821	1752297	+	477	45
SYNPCC7002_RS08370	NC_010475.1	1752547	1753677	+	1131	452
SYNPCC7002_RS08375	NC_010475.1	1753840	1756473	+	2634	2235
SYNPCC7002_RS08380	NC_010475.1	1756528	1756929	-	402	178
SYNPCC7002_RS08385	NC_010475.1	1756944	1758314	-	1371	346
SYNPCC7002_RS08390	NC_010475.1	1758367	1759098	-	732	985
SYNPCC7002_RS08395	NC_010475.1	1759379	1760155	+	777	2168
SYNPCC7002_RS08400	NC_010475.1	1760232	1761104	+	873	105
SYNPCC7002_RS08405	NC_010475.1	1761184	1762143	+	960	58
SYNPCC7002_RS08410	NC_010475.1	1762307	1762888	+	582	130
SYNPCC7002_RS08415	NC_010475.1	1762930	1763481	-	552	202
SYNPCC7002_RS08420	NC_010475.1	1763613	1764737	+	1125	122
SYNPCC7002_RS08425	NC_010475.1	1764803	1766254	+	1452	319
SYNPCC7002_RS08430	NC_010475.1	1766376	1768982	+	2607	3197
SYNPCC7002_RS08435	NC_010475.1	1769090	1770808	+	1719	235
SYNPCC7002_RS08440	NC_010475.1	1770866	1771072	+	207	38
SYNPCC7002_RS08445	NC_010475.1	1771075	1771488	+	414	155
SYNPCC7002_RS08450	NC_010475.1	1771523	1771765	+	243	126
SYNPCC7002_RS08455	NC_010475.1	1772049	1772315	-	267	1140
SYNPCC7002_RS08460	NC_010475.1	1772408	1772710	-	303	788
SYNPCC7002_RS08465	NC_010475.1	1772867	1773523	-	657	435
SYNPCC7002_RS08470	NC_010475.1	1773586	1774044	+	459	80
SYNPCC7002_RS08475	NC_010475.1	1774136	1775686	+	1551	3449
SYNPCC7002_RS08480	NC_010475.1	1775751	1776284	-	534	103
SYNPCC7002_RS08485	NC_010475.1	1776644	1776886	+	243	233
SYNPCC7002_RS08490	NC_010475.1	1777076	1779634	-	2559	1623
SYNPCC7002_RS08495	NC_010475.1	1779794	1780126	+	333	29
SYNPCC7002_RS08500	NC_010475.1	1780157	1780441	+	285	8
SYNPCC7002_RS16145	NC_010475.1	1780640	1781227	+	588	280
SYNPCC7002_RS08510	NC_010475.1	1781448	1781744	+	297	60
SYNPCC7002_RS08515	NC_010475.1	1781772	1783505	+	1734	166
SYNPCC7002_RS08520	NC_010475.1	1783657	1784421	+	765	118
SYNPCC7002_RS08525	NC_010475.1	1784463	1786079	+	1617	1814
SYNPCC7002_RS08530	NC_010475.1	1786101	1786709	+	609	579
SYNPCC7002_RS08535	NC_010475.1	1786718	1787809	-	1092	564
SYNPCC7002_RS08540	NC_010475.1	1787854	1790082	-	2229	307
SYNPCC7002_RS08545	NC_010475.1	1790253	1791401	+	1149	746
SYNPCC7002_RS08550	NC_010475.1	1791456	1792337	+	882	785
SYNPCC7002_RS08555	NC_010475.1	1792321	1793817	+	1497	290
SYNPCC7002_RS08560	NC_010475.1	1793995	1794663	+	669	202
SYNPCC7002_RS08565	NC_010475.1	1794798	1795469	-	672	421
SYNPCC7002_RS08570	NC_010475.1	1795483	1796727	+	1245	390
SYNPCC7002_RS08575	NC_010475.1	1796757	1797947	-	1191	650
SYNPCC7002_RS08580	NC_010475.1	1798118	1798537	-	420	247
SYNPCC7002_RS08585	NC_010475.1	1799334	1800533	+	1200	145
SYNPCC7002_RS08590	NC_010475.1	1800572	1801825	-	1254	5209
SYNPCC7002_RS08595	NC_010475.1	1801959	1802951	-	993	624
SYNPCC7002_RS08600	NC_010475.1	1803041	1803388	-	348	87
SYNPCC7002_RS08605	NC_010475.1	1803521	1804111	+	591	1242
SYNPCC7002_RS08610	NC_010475.1	1804101	1805189	+	1089	1127
SYNPCC7002_RS08615	NC_010475.1	1805210	1806097	+	888	182
SYNPCC7002_RS08620	NC_010475.1	1806069	1807199	-	1131	79
SYNPCC7002_RS08625	NC_010475.1	1807210	1808316	-	1107	56
SYNPCC7002_RS08630	NC_010475.1	1808320	1810281	-	1962	108
SYNPCC7002_RS08635	NC_010475.1	1810284	1811525	-	1242	209
SYNPCC7002_RS08640	NC_010475.1	1811680	1812432	+	753	35
SYNPCC7002_RS08645	NC_010475.1	1812429	1812812	+	384	23
SYNPCC7002_RS08650	NC_010475.1	1812815	1813447	+	633	15
SYNPCC7002_RS08655	NC_010475.1	1813667	1815550	+	1884	181
SYNPCC7002_RS08660	NC_010475.1	1815589	1816683	+	1095	1043
SYNPCC7002_RS08665	NC_010475.1	1816688	1817464	+	777	263
SYNPCC7002_RS08670	NC_010475.1	1817533	1818399	+	867	220
SYNPCC7002_RS08675	NC_010475.1	1818527	1819168	+	642	299
SYNPCC7002_RS08680	NC_010475.1	1819180	1819815	-	636	428
SYNPCC7002_RS08685	NC_010475.1	1819974	1820837	-	864	378
SYNPCC7002_RS08690	NC_010475.1	1820834	1821631	-	798	572
SYNPCC7002_RS08695	NC_010475.1	1821686	1822513	-	828	674
SYNPCC7002_RS08700	NC_010475.1	1822863	1823321	+	459	54
SYNPCC7002_RS08705	NC_010475.1	1823332	1825617	-	2286	227
SYNPCC7002_RS08710	NC_010475.1	1825731	1826402	-	672	182
SYNPCC7002_RS08715	NC_010475.1	1826547	1827803	+	1257	261
SYNPCC7002_RS08720	NC_010475.1	1828150	1828326	+	177	2227
SYNPCC7002_RS08725	NC_010475.1	1828469	1829575	+	1107	104
SYNPCC7002_RS08730	NC_010475.1	1829698	1831428	+	1731	1094
SYNPCC7002_RS08735	NC_010475.1	1831493	1832086	+	594	225
SYNPCC7002_RS08740	NC_010475.1	1832089	1832586	+	498	60
SYNPCC7002_RS08745	NC_010475.1	1832687	1833052	+	366	242
SYNPCC7002_RS08750	NC_010475.1	1833065	1833760	+	696	285
SYNPCC7002_RS08755	NC_010475.1	1833843	1834883	+	1041	821
SYNPCC7002_RS08760	NC_010475.1	1834949	1835779	+	831	150
SYNPCC7002_RS08765	NC_010475.1	1835787	1836563	+	777	84
SYNPCC7002_RS08770	NC_010475.1	1836661	1837833	+	1173	1171
SYNPCC7002_RS08775	NC_010475.1	1837911	1838366	+	456	546
SYNPCC7002_RS08780	NC_010475.1	1838504	1839487	-	984	6343
SYNPCC7002_RS16150	NC_010475.1	1839986	1841245	+	1260	733
SYNPCC7002_RS08790	NC_010475.1	1841441	1842061	-	621	113
SYNPCC7002_RS08795	NC_010475.1	1842216	1845107	+	2892	4085
SYNPCC7002_RS08800	NC_010475.1	1845150	1845854	+	705	466
SYNPCC7002_RS08805	NC_010475.1	1845851	1846159	-	309	241
SYNPCC7002_RS08810	NC_010475.1	1846363	1847886	-	1524	165962
SYNPCC7002_RS08815	NC_010475.1	1848256	1848573	-	318	125
SYNPCC7002_RS08820	NC_010475.1	1848747	1849571	-	825	1404
SYNPCC7002_RS08825	NC_010475.1	1849594	1850208	-	615	720
SYNPCC7002_RS08830	NC_010475.1	1850257	1850745	-	489	340
SYNPCC7002_RS08835	NC_010475.1	1850771	1851262	-	492	120
SYNPCC7002_RS08840	NC_010475.1	1851269	1851448	-	180	33
SYNPCC7002_RS08845	NC_010475.1	1851659	1852591	+	933	408
SYNPCC7002_RS08850	NC_010475.1	1852602	1853045	+	444	177
SYNPCC7002_RS08855	NC_010475.1	1853090	1854631	+	1542	225
SYNPCC7002_RS08860	NC_010475.1	1854772	1855749	+	978	192
SYNPCC7002_RS08865	NC_010475.1	1855750	1856415	+	666	127
SYNPCC7002_RS08870	NC_010475.1	1856405	1858696	+	2292	391
SYNPCC7002_RS08875	NC_010475.1	1858693	1860201	+	1509	307
SYNPCC7002_RS08880	NC_010475.1	1860244	1861104	+	861	293
SYNPCC7002_RS08885	NC_010475.1	1861121	1861351	+	231	84
SYNPCC7002_RS08890	NC_010475.1	1861348	1861734	+	387	98
SYNPCC7002_RS08895	NC_010475.1	1861754	1862386	+	633	117
SYNPCC7002_RS08900	NC_010475.1	1862467	1864125	+	1659	121
SYNPCC7002_RS08905	NC_010475.1	1864128	1864421	+	294	23
SYNPCC7002_RS08920	NC_010475.1	1866011	1866478	+	468	132
SYNPCC7002_RS08925	NC_010475.1	1866640	1867230	-	591	362
