	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2	passed_fastqc	passed_reads_mapped_to_CDS	passed_global_correlation	passed_curation	passed_replicate_correlations
SRX1643582	SRR3240262	2016-04-23 00:00:00	2016-03-18 16:29:53	1183474	257654580	0	217	201		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/240/SRR3240262/SRR3240262.lite.1	Syn_control3	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent PGM	SRP072019	PRJNA315016		315016	SRS1349597	SAMN04565723	simple	1148	Synechocystis sp. PCC 6803	Syn12_Complete6							no					ARIZONA STATE UNIVERSITY	SRA387510		public	110215F48044E8FBE90050E44E8657DC	6524B1A96747F66532A5719A0CBE9427			False	False	False	False	True
SRX1643625	SRR3240304	2016-04-23 00:00:00	2016-03-18 16:45:05	82403	15385006	0	186	12		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/240/SRR3240304/SRR3240304.lite.1	Syn_Fe_lim1	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent PGM	SRP072019	PRJNA315016		315016	SRS1349639	SAMN04565724	simple	1148	Synechocystis sp. PCC 6803	Syn2_Fe_lim1							no					ARIZONA STATE UNIVERSITY	SRA387552		public	726E91038C9AC724352EE4E77F5224C2	A4B61ACF61E26706288153259A7341F8			False	False	False	False	True
SRX1643626	SRR3240305	2016-04-23 00:00:00	2016-03-18 16:45:07	214860	39800725	0	185	31		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/240/SRR3240305/SRR3240305.lite.1	Syn_Fe_lim2	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent PGM	SRP072019	PRJNA315016		315016	SRS1349638	SAMN04565725	simple	1148	Synechocystis sp. PCC 6803	Syn5_Fe_lim2							no					ARIZONA STATE UNIVERSITY	SRA387553		public	4FFD00EF582AC98AD5555F15BC35A9E6	B2DD1A1E05BF0A4A88961E5DB56989D9			False	False	False	False	True
SRX1643627	SRR3240306	2016-04-23 00:00:00	2016-03-18 16:45:06	186988	40481415	0	216	31		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/240/SRR3240306/SRR3240306.lite.1	Syn_Fe_lim3	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0	0	ION_TORRENT	Ion Torrent PGM	SRP072019	PRJNA315016		315016	SRS1349637	SAMN04565726	simple	1148	Synechocystis sp. PCC 6803	Syn7_Fe_lim3							no					ARIZONA STATE UNIVERSITY	SRA387554		public	B03AF9488F74B4E7ACC34208A2EE6BB2	605F8874570FF73E9B18D0A5823815B0			False	False	False	False	True
SRX347145	SRR974678	2013-12-02 09:56:25	2013-09-08 09:15:54	8173488	3418882170	8173488	418	2514		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/974/SRR974678/SRR974678.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP029697	PRJNA218538	2.0	218538	SRS478243	SAMN02351220	simple	1148	Synechocystis sp. PCC 6803	GSM1226418							no					GEO	SRA100610		public	892B60E6A15D644D57BF8BA07F3C513F	45BD32E27277A9D801163E529177B379			False	True	False	False	True
SRX347146	SRR974679	2013-12-02 09:56:25	2013-09-08 09:18:05	6310727	2667825877	6310727	422	2028		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/974/SRR974679/SRR974679.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP029697	PRJNA218538	2.0	218538	SRS478242	SAMN02351218	simple	1148	Synechocystis sp. PCC 6803	GSM1226419							no					GEO	SRA100610		public	E0E2ECD2899B5898EEA632C800B6C669	BDD67789BD958967025DA6B6D16B45EE			True	True	True	False	True
SRX347147	SRR974680	2013-12-02 09:56:25	2013-09-08 09:15:12	7497214	3142300075	7497214	419	2326		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/974/SRR974680/SRR974680.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP029697	PRJNA218538	2.0	218538	SRS478244	SAMN02351221	simple	1148	Synechocystis sp. PCC 6803	GSM1226420							no					GEO	SRA100610		public	E6029DB97635308D35898EF41B990E8C	ED2F955C868B15B4311413C1180BBC9D			False	True	False	False	True
SRX347148	SRR974681	2013-12-02 09:56:25	2013-09-08 09:20:00	12120711	5013181535	12120711	413	3456		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/974/SRR974681/SRR974681.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP029697	PRJNA218538	2.0	218538	SRS478245	SAMN02351216	simple	1148	Synechocystis sp. PCC 6803	GSM1226421							no					GEO	SRA100610		public	86BE7E804111FA90C90246B9F2D3A188	B370262A1A4E177956CCDE21A7FE6744			True	True	True	False	True
SRX347149	SRR974682	2013-12-02 09:56:25	2013-09-08 09:21:04	7754236	3219329891	7754236	415	2446		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/974/SRR974682/SRR974682.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP029697	PRJNA218538	2.0	218538	SRS478246	SAMN02351219	simple	1148	Synechocystis sp. PCC 6803	GSM1226422							no					GEO	SRA100610		public	B76FD35D7B939810247B75F289F3D373	7D19068CEECED3EFBF71C869E7F9BFCF			True	True	True	False	True
SRX347150	SRR974683	2013-12-02 09:56:25	2013-09-08 09:12:16	4670845	1838437780	4670845	393	1286		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR000/974/SRR974683/SRR974683.sralite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina MiSeq	SRP029697	PRJNA218538	2.0	218538	SRS478247	SAMN02351217	simple	1148	Synechocystis sp. PCC 6803	GSM1226423							no					GEO	SRA100610		public	992EA9403D29095FFBB03BEB9AE17D59	66657AB4D108481229C2BA59035DA3E9			True	True	True	False	True
SRX8102890	SRR11531846	2020-04-13 06:12:16	2020-04-13 06:08:15	19267901	5770704230	19267901	299	1971		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/531/SRR11531846.sralite.1	6803_0h_1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP256110	PRJNA624961		624961	SRS6468672	SAMN14589710	simple	1148	Synechocystis sp. PCC 6803	6803_0h_1							no					HUAZHONG AGRICULTURAL UNIVERSITY	SRA1064753		public	A8BBBBFDED2340CADCAD67E86CB1C258	6CA38C1A859560615511B4C27A8F9A3F			True	True	True	True	True
SRX8102891	SRR11531845	2020-04-13 06:12:16	2020-04-13 06:08:43	15519984	4657351912	15519984	300	1594		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/531/SRR11531845.sralite.1	6803_0h_2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP256110	PRJNA624961		624961	SRS6468673	SAMN14589711	simple	1148	Synechocystis sp. PCC 6803	6803_0h_2							no					HUAZHONG AGRICULTURAL UNIVERSITY	SRA1064753		public	0EFE953103AB72A2157B023B73DDE90D	C620F44636016A303AF761B22ECED6A3			True	True	True	True	True
SRX8102892	SRR11531844	2020-04-13 06:13:35	2020-04-13 06:11:44	15484020	4643006198	15484020	299	1565		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/531/SRR11531844.sralite.1	M0247_4h_2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP256110	PRJNA624961		624961	SRS6468674	SAMN14589726	simple	1148	Synechocystis sp. PCC 6803	M0247_4h_2							no					HUAZHONG AGRICULTURAL UNIVERSITY	SRA1064753		public	81573944250BF880E2C761512E17A790	EF34899F97C3283501DC877042509ED6			True	True	True	True	True
SRX8102893	SRR11531843	2020-04-13 06:11:13	2020-04-13 06:06:43	13631320	4105822064	13631320	301	1393		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/531/SRR11531843.sralite.1	M0247_4h_3	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP256110	PRJNA624961		624961	SRS6468675	SAMN14589727	simple	1148	Synechocystis sp. PCC 6803	M0247_4h_3							no					HUAZHONG AGRICULTURAL UNIVERSITY	SRA1064753		public	C1FC8CA8C60491F5BF0AF1292F39FB9E	E8F4012AF41217C2BD04A7C9128B2883			True	True	True	True	True
SRX8102894	SRR11531842	2020-04-13 06:11:14	2020-04-13 06:07:30	14637815	4393010694	14637815	300	1495		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/531/SRR11531842.sralite.1	6803_0h_3	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP256110	PRJNA624961		624961	SRS6468676	SAMN14589712	simple	1148	Synechocystis sp. PCC 6803	6803_0h_3							no					HUAZHONG AGRICULTURAL UNIVERSITY	SRA1064753		public	55A437CF7E156863AABAC2BBCB3378A8	14FADE6BA5EA0DDD43B35B69CD8F19DE			True	True	True	True	True
SRX8102895	SRR11531841	2020-04-13 06:12:16	2020-04-13 06:07:52	13359650	4006009746	13359650	299	1358		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/531/SRR11531841.sralite.1	6803_4h_1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP256110	PRJNA624961		624961	SRS6468677	SAMN14589713	simple	1148	Synechocystis sp. PCC 6803	6803_4h_1							no					HUAZHONG AGRICULTURAL UNIVERSITY	SRA1064753		public	908F0E2C38D5CDC66C1F670B1F05D685	9853976F4E5A5D1CB97DE4B6FEFDC594			True	True	True	True	True
SRX8102896	SRR11531840	2020-04-13 06:13:36	2020-04-13 06:11:54	16636442	4992160654	16636442	300	1712		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/531/SRR11531840.sralite.1	6803_4h_2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP256110	PRJNA624961		624961	SRS6468678	SAMN14589714	simple	1148	Synechocystis sp. PCC 6803	6803_4h_2							no					HUAZHONG AGRICULTURAL UNIVERSITY	SRA1064753		public	AAD617188C03A3F23D3B13052FAB412C	D4322FA6D7FC9F36EF85CCEA39E9B47A			True	True	True	True	True
SRX8102897	SRR11531839	2020-04-13 06:18:15	2020-04-13 06:15:53	14579729	4374357208	14579729	300	1485		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/531/SRR11531839.sralite.1	6803_4h_3	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP256110	PRJNA624961		624961	SRS6468679	SAMN14589715	simple	1148	Synechocystis sp. PCC 6803	6803_4h_3							no					HUAZHONG AGRICULTURAL UNIVERSITY	SRA1064753		public	308587A875FC20EEB80546208E92C88F	E89B8B2DFA070D88F323D6BB87B99B18			True	True	True	True	True
SRX8102898	SRR11531838	2020-04-13 06:13:36	2020-04-13 06:11:27	17350936	5200374610	17350936	299	1784		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/531/SRR11531838.sralite.1	M0247_0h_1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP256110	PRJNA624961		624961	SRS6468680	SAMN14589717	simple	1148	Synechocystis sp. PCC 6803	M0247_0h_1							no					HUAZHONG AGRICULTURAL UNIVERSITY	SRA1064753		public	AB7ABA63CBA103A8B62CC1E97F495CC2	D4555264382BEA11F82EB25132094399			True	True	True	True	True
SRX8102899	SRR11531837	2020-04-13 06:14:19	2020-04-13 06:11:58	17641612	5294077578	17641612	300	1806		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/531/SRR11531837.sralite.1	M0247_0h_2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP256110	PRJNA624961		624961	SRS6468681	SAMN14589718	simple	1148	Synechocystis sp. PCC 6803	M0247_0h_2							no					HUAZHONG AGRICULTURAL UNIVERSITY	SRA1064753		public	EC9A225412132D7920D37500F199C734	63AA21C67FDDD03828994AFDB51123D2			True	True	True	True	True
SRX8102900	SRR11531836	2020-04-13 06:14:19	2020-04-13 06:12:33	18409635	5518001000	18409635	299	1871		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/531/SRR11531836.sralite.1	M0247_0h_3	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP256110	PRJNA624961		624961	SRS6468682	SAMN14589719	simple	1148	Synechocystis sp. PCC 6803	M0247_0h_3							no					HUAZHONG AGRICULTURAL UNIVERSITY	SRA1064753		public	AD76224BC40E148CD694033176A1B637	ACA3CAFF08ECC39A04FAD7EC78570366			True	True	True	True	True
SRX8102901	SRR11531835	2020-04-13 06:12:16	2020-04-13 06:08:40	14762165	4430309464	14762165	300	1513		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/531/SRR11531835.sralite.1	M0247_4h_1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP256110	PRJNA624961		624961	SRS6468683	SAMN14589725	simple	1148	Synechocystis sp. PCC 6803	M0247_4h_1							no					HUAZHONG AGRICULTURAL UNIVERSITY	SRA1064753		public	1B982B01C53B6B854A855E43F4A429C6	ED754AAB9ED5CB19912ED99386027363			True	True	True	True	True
SRX13465624	SRR17288251;SRR17288252	2022-01-20 10:15:20	2021-12-21 10:41:31	4989409	252352280	0	50	106		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR017/17288/SRR17288252/SRR17288252.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11362995	SAMN24271455	simple	1148	Synechocystis sp. PCC 6803	GSM5745389							no					GEO	SRA1346821		public	CF6B77C89DC64E7B6BAAB93D977B0C54	AF1BB9B01637E295DE0FE43D1F46BFB2			True	False	False	False	True
SRX13465625	SRR17288253;SRR17288254	2022-01-20 10:15:20	2021-12-21 10:41:03	4926620	249116615	0	50	104		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288254/SRR17288254.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11362994	SAMN24271457	simple	1148	Synechocystis sp. PCC 6803	GSM5745390							no					GEO	SRA1346821		public	8E4E554DB1DE51E7184230839DAE15D4	2162EE6247AACDDE0FDDB0D28B8572FD			True	False	False	False	True
SRX13465626	SRR17288255;SRR17288256	2022-01-20 10:15:20	2021-12-21 10:41:34	6188314	313542005	0	50	131		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288256/SRR17288256.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11362996	SAMN24271458	simple	1148	Synechocystis sp. PCC 6803	GSM5745391							no					GEO	SRA1346821		public	ECF12DBF1BF19A6DB49569B3412C6CD4	D3891DB6FC7C05E686883E06B17AFDBC			True	False	False	False	True
SRX13465627	SRR17288257;SRR17288258;SRR17288259	2022-01-20 10:15:20	2021-12-21 10:40:41	3205912	162060109	0	50	68		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288259/SRR17288259.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11362998	SAMN24271460	simple	1148	Synechocystis sp. PCC 6803	GSM5745392							no					GEO	SRA1346821		public	D06315C9A465CB1C5DD49C8C38BB776F	005E2E0D1C18A156BECE5094763EE865			False	False	False	False	True
SRX13465628	SRR17288260;SRR17288261;SRR17288262	2022-01-20 10:15:20	2021-12-21 10:42:13	7357585	372628833	0	50	145		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288262/SRR17288262.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11362997	SAMN24271461	simple	1148	Synechocystis sp. PCC 6803	GSM5745393							no					GEO	SRA1346821		public	F317D0D141C05B086F8AF58C29EBEFFA	472EA9BF65DFF5DA3440DDA9BA4CF6E2			True	False	False	False	True
SRX13465629	SRR17288263;SRR17288264	2022-01-20 10:15:20	2021-12-21 10:41:23	4732289	239581853	0	50	100		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288264/SRR17288264.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11362999	SAMN24271462	simple	1148	Synechocystis sp. PCC 6803	GSM5745394							no					GEO	SRA1346821		public	DE876B700574576F9BAB12552B39626C	0343376B683A6C8E4E876037398B0826			True	False	False	False	True
SRX13465630	SRR17288265;SRR17288266;SRR17288267	2022-01-20 10:15:20	2021-12-21 10:40:46	3586934	181166505	0	50	77		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288267/SRR17288267.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363000	SAMN24271463	simple	1148	Synechocystis sp. PCC 6803	GSM5745395							no					GEO	SRA1346821		public	3781CE358B792845397ED973DAB7E5C4	6890FD3A2246C28B91715C8B092482D6			False	False	False	False	True
SRX13465631	SRR17288268;SRR17288269;SRR17288270	2022-01-20 10:15:20	2021-12-21 10:42:00	4124943	208697055	0	50	89		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288270/SRR17288270.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363002	SAMN24271464	simple	1148	Synechocystis sp. PCC 6803	GSM5745396							no					GEO	SRA1346821		public	B134C76138E5BB17589953DE3B589EAF	B846F11069AA39BA8E53DBE5EA0D87CD			True	False	False	False	True
SRX13465632	SRR17288271;SRR17288272;SRR17288273	2022-01-20 10:15:20	2021-12-21 10:43:09	11941306	604973305	0	50	228		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288273/SRR17288273.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363001	SAMN24271465	simple	1148	Synechocystis sp. PCC 6803	GSM5745397							no					GEO	SRA1346821		public	28C3F9C1C2E7DB16D758D9FA9EDADAEC	2F75E32DAB6104E03B7343D9490CD493			False	False	False	False	True
SRX13465633	SRR17288274;SRR17288275;SRR17288276	2022-01-20 10:15:20	2021-12-21 10:40:55	3654953	184979108	0	50	78		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288276/SRR17288276.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363003	SAMN24271466	simple	1148	Synechocystis sp. PCC 6803	GSM5745398							no					GEO	SRA1346821		public	4A02B46DF2B799D82082C70E1442B647	5AC80337077C8E8EE098433BACFA7AE5			True	False	False	False	True
SRX13465634	SRR17288277;SRR17288278	2022-01-20 10:15:20	2021-12-21 10:42:01	8297088	420129211	0	50	175		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288278/SRR17288278.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363005	SAMN24271467	simple	1148	Synechocystis sp. PCC 6803	GSM5745399							no					GEO	SRA1346821		public	244C8E0AE8E803BD18F36CAB3941259D	04C80AAA3715C6F9EB83DD139DF0998B			True	False	False	False	True
SRX13465635	SRR17288279;SRR17288280	2022-01-20 10:15:20	2021-12-21 10:41:30	5793564	293489373	0	50	122		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288280/SRR17288280.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363004	SAMN24271468	simple	1148	Synechocystis sp. PCC 6803	GSM5745400							no					GEO	SRA1346821		public	6AF8E54744A5423797224809FDB871A9	96E277A8E267D5E4997CDCA751D963D6			True	False	False	False	True
SRX13465636	SRR17288281;SRR17288282;SRR17288283	2022-01-20 10:15:20	2021-12-21 10:40:50	3682622	186374801	0	50	78		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288283/SRR17288283.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363006	SAMN24271469	simple	1148	Synechocystis sp. PCC 6803	GSM5745401							no					GEO	SRA1346821		public	76BD638472463FD766B31D8065119112	12E8B2D60B8897A5D8DB6958CAE2B899			True	False	False	False	True
SRX13465637	SRR17288284;SRR17288285	2022-01-20 10:15:20	2021-12-21 10:41:45	6255002	316755347	0	50	135		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR017/17288/SRR17288285/SRR17288285.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363008	SAMN24271470	simple	1148	Synechocystis sp. PCC 6803	GSM5745402							no					GEO	SRA1346821		public	BF939B3CF65447B0A0BFD232AE1BDC90	C9CA718583F5463A6A97B20AA748FD09			True	False	False	False	True
SRX13465638	SRR17288286;SRR17288287	2022-01-20 10:15:20	2021-12-21 10:47:24	22462413	1136940599	0	50	468		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288287/SRR17288287.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363007	SAMN24271471	simple	1148	Synechocystis sp. PCC 6803	GSM5745403							no					GEO	SRA1346821		public	A3767BFFBF7E4EAA70FDF4BA27723D4C	8E0D8666773D2288949048F02387BE2B			True	True	True	False	True
SRX13465639	SRR17288288;SRR17288289;SRR17288290	2022-01-20 10:15:20	2021-12-21 10:41:03	2682467	135543117	0	50	57		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288290/SRR17288290.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363009	SAMN24271472	simple	1148	Synechocystis sp. PCC 6803	GSM5745404							no					GEO	SRA1346821		public	64DE818B4959E5E547BDCD7F590618F2	6C4D99F5F355553C4E7C0772DC82E1E9			False	False	False	False	True
SRX13465640	SRR17288291;SRR17288292	2022-01-20 10:15:20	2021-12-21 10:41:41	5842684	294154390	0	50	125		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288292/SRR17288292.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363010	SAMN24271473	simple	1148	Synechocystis sp. PCC 6803	GSM5745405							no					GEO	SRA1346821		public	5E07BB7888FD6F7A302BF905AF89CB96	BCA8BBFDC8B1E1526650D5EA66816DF0			True	False	False	False	True
SRX13465641	SRR17288293;SRR17288294	2022-01-20 10:15:20	2021-12-21 10:44:46	15308038	775504598	0	50	320		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR017/17288/SRR17288294/SRR17288294.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363012	SAMN24271474	simple	1148	Synechocystis sp. PCC 6803	GSM5745406							no					GEO	SRA1346821		public	3FFF612711DFF26696C083A13467510F	1D34D9F99FA610FC357077E13176DD16			True	False	False	False	True
SRX13465642	SRR17288295;SRR17288296;SRR17288297	2022-01-20 10:15:20	2021-12-21 10:40:54	4023277	203512044	0	50	85		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR017/17288/SRR17288297/SRR17288297.lite.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 3000	SRP351868	PRJNA791245	3.0	791245	SRS11363011	SAMN24271475	simple	1148	Synechocystis sp. PCC 6803	GSM5745407							no					GEO	SRA1346821		public	055BB7634165E0C78D1DC2A2A0706DEF	F32DC65280AA8E09141797134828C0E9			True	False	False	False	True
